country	sample	age	period	type	longitude	latitude	data	color
HZ	459HZ	0	present	present	7.5516	44.328	chip	NA
HZ	460HZ	0	present	present	7.4842	44.33	chip	NA
HZ	461HZ	0	present	present	7.5516	44.328	chip	NA
HZ	463HZ	0	present	present	7.5516	44.328	chip	NA
HZ	465HZ	0	present	present	7.7211	44.5088	chip	NA
HZ	466V	0	present	present	7.3657	44.4658	chip	NA
HZ	467HZ	0	present	present	7.7211	44.5088	chip	NA
HZ	468V	0	present	present	7.6657	44.4611	chip	NA
HZ	469V	0	present	present	7.8197	44.3953	chip	NA
HZ	470HZ	0	present	present	7.4842	44.33	chip	NA
HZ	471HZ	0	present	present	7.4842	44.33	chip	NA
HZ	473HZ	0	present	present	7.4842	44.33	chip	NA
HZ	475HZ	0	present	present	7.4842	44.33	chip	NA
HZ	476HZ	0	present	present	7.7211	44.5088	chip	NA
HZ	477HZ	0	present	present	7.7211	44.5088	chip	NA
HZ	478V	0	present	present	7.6657	44.4611	chip	NA
HZ	479HZ	0	present	present	7.7211	44.5088	chip	NA
HZ	480HZ	0	present	present	7.5516	44.328	chip	NA
HZ	482V	0	present	present	7.8197	44.3953	chip	NA
HZ	483V	0	present	present	7.8197	44.3953	chip	NA
HZ	484V	0	present	present	7.5516	44.328	chip	NA
HZ	485V	0	present	present	7.6657	44.4611	chip	NA
HZ	486V	0	present	present	7.5516	44.328	chip	NA
HZ	489HZ	0	present	present	7.7211	44.5088	chip	NA
HZ	490V	0	present	present	7.3657	44.4658	chip	NA
HZ	491V	0	present	present	7.8197	44.3953	chip	NA
HZ	492HZ	0	present	present	7.5516	44.328	chip	NA
HZ	494V	0	present	present	7.6657	44.4611	chip	NA
HZ	496V	0	present	present	7.3657	44.4658	chip	NA
HZ	497HZ	0	present	present	7.7211	44.5088	chip	NA
HZ	498V	0	present	present	7.6657	44.4611	chip	NA
HZ	499HZ	0	present	present	7.4842	44.33	chip	NA
HZ	500HZ	0	present	present	7.5516	44.328	chip	NA
HZ	501HZ	0	present	present	7.3657	44.4658	chip	NA
HZ	502V	0	present	present	7.8197	44.3953	chip	NA
HZ	503V	0	present	present	7.8197	44.3953	chip	NA
HZ	504V	0	present	present	7.449	44.4297	chip	NA
HZ	509HZ	0	present	present	7.5516	44.328	chip	NA
HZ	510HZ	0	present	present	7.3657	44.4658	chip	NA
HZ	511HZ	0	present	present	7.4842	44.33	chip	NA
HZ	512V	0	present	present	7.6657	44.4611	chip	NA
HZ	513HZ	0	present	present	7.4842	44.33	chip	NA
HZ	514V	0	present	present	7.8197	44.3953	chip	NA
HZ	515V	0	present	present	7.3657	44.4658	chip	NA
HZ	516HZ	0	present	present	7.5516	44.328	chip	NA
HZ	517HZ	0	present	present	7.5516	44.328	chip	NA
HZ	518V	0	present	present	7.449	44.4297	chip	NA
HZ	519V	0	present	present	7.6657	44.4611	chip	NA
HZ	524HZ	0	present	present	7.5516	44.328	chip	NA
HZ	526V	0	present	present	7.449	44.4297	chip	NA
HZ	527V	0	present	present	7.5516	44.328	chip	NA
HZ	528HZ	0	present	present	7.3657	44.4658	chip	NA
HZ	529HZ	0	present	present	7.4842	44.33	chip	NA
HZ	530HZ	0	present	present	7.4842	44.33	chip	NA
HZ	554V	0	present	present	7.5516	44.328	chip	NA
HZ	557V	0	present	present	7.8197	44.3953	chip	NA
HZ	559V	0	present	present	7.5516	44.328	chip	NA
HZ	562V	0	present	present	7.3657	44.4658	chip	NA
HZ	563V	0	present	present	7.8197	44.3953	chip	NA
HZ	565V	0	present	present	7.5516	44.328	chip	NA
HZ	569V	0	present	present	7.6657	44.4611	chip	NA
HZ	575V	0	present	present	7.3657	44.4658	chip	NA
HZ	577V	0	present	present	7.8197	44.3953	chip	NA
HZ	581V	0	present	present	7.8197	44.3953	chip	NA
HZ	587V	0	present	present	7.8197	44.3953	chip	NA
HZ	590V	0	present	present	7.5516	44.328	chip	NA
HZ	591V	0	present	present	7.6657	44.4611	chip	NA
HZ	594V	0	present	present	7.6657	44.4611	chip	NA
HZ	598V	0	present	present	7.449	44.4297	chip	NA
HZ	C_It_001	0	present	present	7.449	44.4297	chip	NA
HZ	C_It_002	0	present	present	7.449	44.4297	chip	NA
HZ	C_It_006	0	present	present	7.5516	44.328	chip	NA
HZ	C_It_008	0	present	present	7.5516	44.328	chip	NA
HZ	C_It_012	0	present	present	7.4388	44.384	chip	NA
HZ	C_It_017	0	present	present	7.5516	44.328	chip	NA
HZ	C_It_018	0	present	present	7.5516	44.328	chip	NA
HZ	C_It_021	0	present	present	7.4842	44.33	chip	NA
HZ	C_It_023	0	present	present	7.4842	44.33	chip	NA
HZ	C_It_025	0	present	present	7.4842	44.33	chip	NA
HZ	C_It_026	0	present	present	7.4842	44.33	chip	NA
HZ	C_It_030	0	present	present	7.4842	44.33	chip	NA
HZ	C_It_035	0	present	present	7.54267	44.384444	chip	NA
HZ	C_It_036	0	present	present	7.54267	44.384444	chip	NA
HZ	C_It_039	0	present	present	7.54267	44.384444	chip	NA
HZ	C_It_040	0	present	present	7.54267	44.384444	chip	NA
HZ	C_It_041	0	present	present	7.54267	44.384444	chip	NA
HZ	C_It_042	0	present	present	7.54267	44.384444	chip	NA
HZ	C_It_047	0	present	present	7.54267	44.384444	chip	NA
HZ	C_It_048	0	present	present	7.54267	44.384444	chip	NA
HZ	C_It_050	0	present	present	7.54267	44.384444	chip	NA
HZ	C_It_051	0	present	present	7.54267	44.384444	chip	NA
HZ	C_It_055	0	present	present	7.54267	44.384444	chip	NA
HZ	C_It_100	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_101	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_102	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_103	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_104	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_105	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_106	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_107	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_108	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_109	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_110	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_111	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_112	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_113	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_114	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_115	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_116	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_117	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_118	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_119	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_121	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_122	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_123	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_124	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_125	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_126	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_127	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_128	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_129	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_130	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_131	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_132	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_133	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_134	0	present	present	8.616667	44.916667	chip	NA
HZ	C_It_200	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_201	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_204	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_205	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_206	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_207	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_208	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_209	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_210	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_211	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_212	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_213	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_214	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_215	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_219	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_220	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_222	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_223	0	present	present	9.166667	45.466667	chip	NA
HZ	C_It_300	0	present	present	8.1862	45.0247	chip	NA
HZ	C_It_301	0	present	present	8.1862	45.0247	chip	NA
HZ	C_It_303	0	present	present	8.1862	45.0247	chip	NA
HZ	C_It_304	0	present	present	8.24119285714285	44.8607857142857	chip	NA
HZ	C_It_306	0	present	present	8.1831	44.8235	chip	NA
HZ	C_It_307	0	present	present	8.1831	44.8235	chip	NA
HZ	C_It_308	0	present	present	8.1831	44.8235	chip	NA
HZ	C_It_309	0	present	present	8.1831	44.8235	chip	NA
HZ	C_It_310	0	present	present	8.1831	44.8235	chip	NA
HZ	C_It_311	0	present	present	8.1831	44.8235	chip	NA
HZ	C_It_312	0	present	present	8.1831	44.8235	chip	NA
HZ	C_It_317	0	present	present	8.2146	44.8626	chip	NA
HZ	C_It_318	0	present	present	8.1831	44.8235	chip	NA
HZ	C_It_319	0	present	present	8.2146	44.8626	chip	NA
HZ	C_It_320	0	present	present	8.2146	44.8626	chip	NA
HZ	C_It_321	0	present	present	8.2146	44.8626	chip	NA
HZ	C_It_322	0	present	present	8.2146	44.8626	chip	NA
HZ	C_It_323	0	present	present	8.2146	44.8626	chip	NA
HZ	C_It_324	0	present	present	8.3732	44.8074	chip	NA
HZ	C_It_325	0	present	present	8.2146	44.8626	chip	NA
HZ	C_It_326	0	present	present	8.2146	44.8626	chip	NA
HZ	C_It_327	0	present	present	8.2146	44.8626	chip	NA
HZ	C_It_328	0	present	present	8.3732	44.8074	chip	NA
HZ	C_It_329	0	present	present	8.3732	44.8074	chip	NA
HZ	C_It_330	0	present	present	8.3732	44.8074	chip	NA
HZ	C_It_331	0	present	present	8.3732	44.8074	chip	NA
HZ	C_It_332	0	present	present	8.3732	44.8074	chip	NA
HZ	C_It_333	0	present	present	8.3732	44.8074	chip	NA
HZ	C_It_400	0	present	present	7.3808	44.4126	chip	NA
HZ	C_It_401	0	present	present	7.3808	44.4126	chip	NA
HZ	C_It_402	0	present	present	7.3808	44.4126	chip	NA
HZ	C_It_403	0	present	present	7.3808	44.4126	chip	NA
HZ	C_It_404	0	present	present	7.5504	44.3219	chip	NA
HZ	C_It_405	0	present	present	7.5504	44.3219	chip	NA
HZ	C_It_406	0	present	present	7.5504	44.3219	chip	NA
HZ	C_It_407	0	present	present	7.5504	44.3219	chip	NA
HZ	C_It_408	0	present	present	7.5504	44.3219	chip	NA
HZ	C_It_409	0	present	present	7.3808	44.4126	chip	NA
HZ	C_It_410	0	present	present	7.3808	44.4126	chip	NA
HZ	C_It_411	0	present	present	7.3808	44.4126	chip	NA
HZ	C_It_412	0	present	present	7.3	44.316667	chip	NA
HZ	C_It_413	0	present	present	7.3	44.316667	chip	NA
HZ	C_It_414	0	present	present	7.3	44.316667	chip	NA
HZ	C_It_415	0	present	present	7.3	44.316667	chip	NA
HZ	C_It_416	0	present	present	7.3	44.316667	chip	NA
HZ	C_It_418	0	present	present	7.3	44.316667	chip	NA
HZ	C_It_419	0	present	present	7.3	44.316667	chip	NA
HZ	C_It_420	0	present	present	7.3	44.316667	chip	NA
HZ	C_It_421	0	present	present	7.3	44.316667	chip	NA
HZ	C_It_423	0	present	present	7.3	44.316667	chip	NA
HZ	C_It_424	0	present	present	7.3	44.316667	chip	NA
HZ	C_It_425	0	present	present	7.3	44.316667	chip	NA
HZ	D_Ba_H02	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H03	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H05	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H06	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H08	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H09	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H10	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H11	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H12	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H14	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H15	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H16	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H17	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H18	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H19	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H20	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H21	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H22	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H23	0	present	present	12.402	52.497	chip	NA
HZ	D_Ba_H24	0	present	present	12.402	52.497	chip	NA
EURw2_DE	D_Do_C01	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C02	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C03	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C04	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C05	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C07	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C08	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C09	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C10	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C11	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C12	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C13	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C14	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C15	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C16	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C17	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C18	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C19	0	present	present	7.383	51.574	chip	NA
EURw2_DE	D_Do_C20	0	present	present	7.383	51.574	chip	NA
HZ	D_Doberitz_H01	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H02	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H03	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H04	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H05	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H06	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H07	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H08	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H09	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H10	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H11	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H12	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H13	0	present	present	12.37	52.522	chip	NA
HZ	D_Doberitz_H14	0	present	present	12.37	52.522	chip	NA
EURw2_DE	D_Hi_C01	0	present	present	13.124	50.97	chip	NA
EURw2_DE	D_Hi_C02	0	present	present	13.124	50.97	chip	NA
EURw2_DE	D_Hi_C03	0	present	present	13.124	50.97	chip	NA
EURw2_DE	D_Hi_C04	0	present	present	13.124	50.97	chip	NA
EURw2_DE	D_Hi_C05	0	present	present	13.124	50.97	chip	NA
EURw2_DE	D_Hi_C06	0	present	present	13.124	50.97	chip	NA
EURw2_DE	D_Hi_C07	0	present	present	13.124	50.97	chip	NA
EURw2_DE	D_Kl_C01	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C02	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C03	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C04	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C05	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C06	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C07	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C08	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C09	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C11	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C12	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C13	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C14	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C15	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C16	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C17	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C18	0	present	present	6.246	51.751	chip	NA
EURw2_DE	D_Kl_C19	0	present	present	6.246	51.751	chip	NA
HZ	D_Kutzkow_H01	0	present	present	12.45	52.493	chip	NA
HZ	D_Kutzkow_H02	0	present	present	12.45	52.493	chip	NA
HZ	D_Kutzkow_H03	0	present	present	12.45	52.493	chip	NA
HZ	D_Kutzkow_H04	0	present	present	12.45	52.493	chip	NA
HZ	D_Kutzkow_H05	0	present	present	12.45	52.493	chip	NA
HZ	D_Kutzkow_H06	0	present	present	12.45	52.493	chip	NA
HZ	D_Kutzkow_H07	0	present	present	12.45	52.493	chip	NA
HZ	D_Kutzkow_H08	0	present	present	12.45	52.493	chip	NA
HZ	D_Kutzkow_H09	0	present	present	12.45	52.493	chip	NA
HZ	D_Kutzkow_H10	0	present	present	12.45	52.493	chip	NA
HZ	D_Kutzkow_H11	0	present	present	12.45	52.493	chip	NA
HZ	D_Lo_C01	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C02	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C03	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C04	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C05	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C06	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C07	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C08	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C09	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C10	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C11	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C13	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C14	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C15	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C16	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C17	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C18	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C19	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C20	0	present	present	12.762	50.859	chip	NA
HZ	D_Lo_C21	0	present	present	12.762	50.859	chip	NA
HZ	D_Mothlitz_H01	0	present	present	12.394	52.476	chip	NA
HZ	D_Mothlitz_H02	0	present	present	12.394	52.476	chip	NA
HZ	D_Mothlitz_H03	0	present	present	12.394	52.476	chip	NA
HZ	D_Mothlitz_H04	0	present	present	12.394	52.476	chip	NA
